audio,raw_asr,reference,cleaned_asr,cleaned_ref,tagged_asr
241695_20.wav," अगर, मुस्का काम करा देंखियों की है. उनके सहता हो ज़ोडवबढी तो मिलप्मसे कम साथ मेध चात हूँ सभत आए",ठीक है चलो हम उसका काम करा देगे वो हमारा काम करा दे गा उसका भी काम आसान होगा और हमारा भी काम आसान हो गया हमारा भी काम आसान हो गया ओर जैसे भविष्य में कभी आना जाना है कही कोई जरूरत पड़ी तो मतलब कम से कम साथ में जा तो सकता हे,अगर मसक कम कर दखय क ह उनक सहत ह जडवबढ त मलपमस कम सथ मध चत ह सभत आए,ठक ह चल हम उसक कम कर दग व हमर कम कर द ग उसक भ कम आसन हग और हमर भ कम आसन ह गय हमर भ कम आसन ह गय ओर जस भवषय म कभ आन जन ह कह कई जररत पड त मतलब कम स कम सथ म ज त सकत ह,अगर मसक कम कर दखय क ह उनक सहत ह जडवबढ त मलपमस कम सथ मध चत ह सभत आए
241695_21.wav, अगरे पडे हो तु फिर उबन मी मैंसू सोनेलत्में लोओ क्या करहेका?,वैसे हां अकेले पड़े हो तो फिर ऊबन भी महसूस होने लगती है लोगों को क्या करे घर मे,अगर पड ह त फर उबन म मस सनलतम लओ कय करहक,वस ह अकल पड ह त फर ऊबन भ महसस हन लगत ह लग क कय कर घर म,अगर पड ह त फर उबन म मस सनलतम लओ कय करहक
241695_22.wav, Hmm.,हम्म,,हमम,[EN]nan[/EN]
241695_23.wav," यहाई तेरी किस्त सकों आपने लुग मैं,",हां ये जी ये बहुत बढ़िया आप्शन है ये क्योंकि जैसे हम किसी नए मोहल्ले में गए वहां सारे लोगों से अनजान हैं हम ये सबसे बढ़िया तरीका है मतलब नए लोगों से मिलना जैसे हम कोई एक एक,यहई तर कसत सक आपन लग म,ह य ज य बहत बढय आपशन ह य कयक जस हम कस नए महलल म गए वह सर लग स अनजन ह हम य सबस बढय तरक ह मतलब नए लग स मलन जस हम कई 1,यहई तर कसत सक आपन लग म
241695_24.wav, अपने सार्दिया कोंक।,गृहप्रवेश के अपना निमंत्रण दे आए सबको मोहल्ले में अपने पड़ोसियों को जैसे इसी बहाने हम उनसे मिलेंगे अच्छे से उनसे बात चित होगी उन्हें जानने का अवसर मिलेगा हमको इसलिए अच्छा है और जुरूरी भी है कहीं तक है,अपन सरदय कक,गहपरवश क अपन नमतरण द आए सबक महलल म अपन पडसय क जस इस बहन हम उनस मलग अचछ स उनस बत चत हग उनह जनन क अवसर मलग हमक इसलए अचछ ह और जरर भ ह कह तक ह,अपन सरदय कक
241695_25.wav, Hello.,हेलो,hello,हल,[EN]hello[/EN]
241695_26.wav, Hello.,हेलो,hello,हल,[EN]hello[/EN]
241695_27.wav, तो आपा हैं।,जी इसमें हा कुछ है ऐसा जैसे हम एक मिनट,त आप ह,ज इसम ह कछ ह ऐस जस हम 1 मनट,त आप ह
241695_28.wav, अगरे किसी मुहल्नामें आनक ज़बत हो यहां,जी इसमें जैसा ही जैसा ये है कि अभी जैसे हम प्रेजेंट जगह पर हैं यहां यहां से छोड़ के कहीं दूसरी जगह गए अगले किसी दूसरे महुले में अलग जगह पर हम शिफ़्ट हुए जाके गए फिर यह हुआ कि यहां,अगर कस महलनम आनक जबत ह यह,ज इसम जस ह जस य ह क अभ जस हम परजट जगह पर ह यह स छड क कह दसर जगह गए अगल कस दसर महल म अलग जगह पर हम शफट हए जक गए फर यह हआ क यह,अगर कस महलनम आनक जबत ह यह
241695_29.wav, अपस में मैल्मिलाब हो जीता भर चाहते है किसी तेखा सु रूकने से यह आईशेय हॉत्ती हा हे,"जैसे हम मान के चलो कुछ नहीं तो दो चार महीने, छे महीने या साल साल भर जितने दिन रुके तो यहां पे मतलब लोगों से अलग प्रकार का वो क्या बोलते हैं,आपस में जो मतलब मेल मिलाप है,वो ज़्यादा बढ़ जाता है,किसी के पास रुकने से ऐसा ही होता है।",अपस म मलमलब ह जत भर चहत ह कस तख स रकन स यह आईशय हतत ह,जस हम मन क चल कछ नह त द चर महन छ महन य सल भर जतन दन रक त यह प मतलब लग स अलग परकर क व कय बलत हआपस म ज मतलब मल मलप हव जयद बढ जत हकस क पस रकन स ऐस ह हत ह,अपस म मलमलब ह जत भर चहत ह कस तख स रकन स यह आईशय हतत ह
241695_3.wav, Hello.,हैलो,hello,हल,[EN]hello[/EN]
241695_30.wav," तो उगर में साथ है,",फिर उनकी यादें तो हमेशा के लिए रहेगी या जैसे खाना पीने का है जैसे हमारे हम किसी के मोहल्ले में अपने वहां किसी की घर गए तो,त उगर म सथ ह,फर उनक यद त हमश क लए रहग य जस खन पन क ह जस हमर हम कस क महलल म अपन वह कस क घर गए त,त उगर म सथ ह
241695_31.wav," तो मद्रागी से कहना पिनः बनलाया कुच, यां भडियका सीज्ट फनत हैं, कि खाने वली. थो रही आध़ार लहेएं की हमें. ही कोई शेल हो, हाम अब नि",थोड़ा मतलब जैसे खानापीना बनाएगा कुछ या बहुत बढ़िया चीज डिस बनाते हैं अच्छी खाने वाली तो बहुत यादगार रहेगी ये कोई खेल है हम अपने दोस्तों के साथ खेल रहे हैं कहीं पे तो आज यहां है यहां दोस्त हैं मारे पुराने यहां मैं खेलता हूँ,त मदरग स कहन पन बनलय कच य भडयक सजट फनत ह क खन वल थ रह आधर लहए क हम ह कई शल ह हम अब न,थड मतलब जस खनपन बनएग कछ य बहत बढय चज डस बनत ह अचछ खन वल त बहत यदगर रहग य कई खल ह हम अपन दसत क सथ खल रह ह कह प त आज यह ह यह दसत ह मर परन यह म खलत ह,त मदरग स कहन पन बनलय कच य भडयक सजट फनत ह क खन वल थ रह आधर लहए क हम ह कई शल ह हम अब न
241695_32.wav," अगरी में कही जाके गया, तो हमने सुत्स मिलेका है. वो उब योडूस थोरे मृल पायंघ होंको, हौँ भी हाई फॉरान्नے मोहना मैं मżतेता लिए.",फिर अगली जगह में कहीं जाकर गया वहाँ नए दोस्त मिलेगे वहाँ वो दोस्त थोड़े मिल पाएगे हमको जो हमारे पुराने मोहल्ले में मिलते थे तो इसलिए उनकी भी याद आएगी और वो हमारे पास होंगे नहीं,अगर म कह जक गय त हमन सतस मलक ह व उब यडस थर मल पयघ हक ह भ हई फरननے महन म मżतत लए,फर अगल जगह म कह जकर गय वह नए दसत मलग वह व दसत थड मल पएग हमक ज हमर परन महलल म मलत थ त इसलए उनक भ यद आएग और व हमर पस हग नह,अगर म कह जक गय त हमन सतस मलक ह व उब यडस थर मल पयघ हक ह भ हई फरननے महन म मżतत लए
241695_33.wav," अवर्ह की साजेसे ये है, कियमकि सुनले मोंने",जी और बाकी सजेशी ये है। कि हम किसी नए मोहले में,अवरह क सजस य ह कयमक सनल मन,ज और बक सजश य ह क हम कस नए महल म,अवरह क सजस य ह कयमक सनल मन
241695_34.wav, Thank you.,जी,थक य,ज,थक य
241695_35.wav, Yeah.,जी ।,,ज,[EN]nan[/EN]
241695_36.wav, Yeah.,जी,,ज,[EN]nan[/EN]
241695_37.wav," अब यह से जी है किम क्यान करीं नहीव मुल्ले में स्सक्तोगे हों, तो आप देखे सै भताय की लिए थूकाण को सी का रहे, मलड़ वोहांट च्फ्रित श्",बीच में जैसे यह है कि हम किसी नए मोहल्ले में शिफ्ट हुए हैं तो आप जैसे बताया कि हां दुकान को देखना है या मतलब वहां पे जो सुख सुविधाएं मिल जाएगी सबसे बेस्ट मतलब जो महत्वपूर्ण चीज है वहा आ हॉस्पिटल अस्पताल वगैरह जैसे है,अब यह स ज ह कम कयन कर नहव मलल म ससकतग ह त आप दख स भतय क लए थकण क स क रह मलड वहट चफरत श,बच म जस यह ह क हम कस नए महलल म शफट हए ह त आप जस बतय क ह दकन क दखन ह य मतलब वह प ज सख सवधए मल जएग सबस बसट मतलब ज महतवपरण चज ह वह आ हसपटल असपतल वगरह जस ह,अब यह स ज ह कम कयन कर नहव मलल म ससकतग ह त आप दख स भतय क लए थकण क स क रह मलड वहट चफरत श
241695_38.wav," अपने स्ताल, मैंकिरी कुम्यों जास्टार है.",अब कभी भी अस्पताल है या मेडीकल स्टोर है अब स्वास्थ का तो कोई भरोसा नहीं है कभी क्या किसको हो जाए इमरजेंसी में मतलब तो जरूरत तो पड़ेगी ही तो ये सबसे बड़ी चीज है देखना कि हां,अपन सतल मकर कमय जसटर ह,अब कभ भ असपतल ह य मडकल सटर ह अब सवसथ क त कई भरस नह ह कभ कय कसक ह जए इमरजस म मतलब त जररत त पडग ह त य सबस बड चज ह दखन क ह,अपन सतल मकर कमय जसटर ह
241695_39.wav, अद्रानी के हैं सुत्योंकि महागा,मतलब हमें मिल पाएगा या नहीं मिल पाएगा हमारी जरूरत के हिसाब से यह सारी चीजें हैं देखना जरूरी है,अदरन क ह सतयक महग,मतलब हम मल पएग य नह मल पएग हमर जररत क हसब स यह सर चज ह दखन जरर ह,अदरन क ह सतयक महग
241695_4.wav, तब स्लुसरीमान अक्षं पारहने,हलो श्रीमान आप सुन पा रहे हैं न,तब सलसरमन अकष परहन,हल शरमन आप सन प रह ह न,तब सलसरमन अकष परहन
241695_40.wav, Thank you.,ठीक है,थक य,ठक ह,थक य
241695_5.wav, अप पर्फेकत हैं,ओ अब परफेक्ट हैं हां,अप परफकत ह,ओ अब परफकट ह,अप परफकत ह
241695_6.wav, Huh.,जी हाँ,huh,ज ह,[EN]huh[/EN]
241695_7.wav, Ha.,हां,ha,ह,[EN]ha[/EN]
241695_8.wav, Yeah.,जी ।,,ज,[EN]nan[/EN]
241695_9.wav, जरुदों के सहो वाम आयींगे,जी यहाँ वाली जरूरतों पर जैसे हो वो काम आएंगे जी,जरद क सह वम आयग,ज यह वल जररत पर जस ह व कम आएग ज,जरद क सह वम आयग
243702_0.wav, G.,जी,g,ज,[EN]g[/EN]
243702_1.wav, Hmm.,हूं,,ह,[EN]nan[/EN]
243702_10.wav, बाखी अगला हमरे तोपिक जी,बाकी अगला हमारा टॉपिक जी,बख अगल हमर तपक ज,बक अगल हमर टपक ज,बख अगल हमर तपक ज
243702_11.wav, Thank you for watching.,जी,थक य for watching,ज,थक य [EN]for[/EN] [EN]watching[/EN]
243702_12.wav,谢谢,जी जी- जी,谢谢,ज- ज,谢谢
243702_13.wav, You too.,जी,you too,ज,[EN]you[/EN] [EN]too[/EN]
243702_14.wav, Thank you.,जी.,थक य,ज,थक य
243702_15.wav, Thank you.,जी,थक य,ज,थक य
243702_16.wav, Yeah.,हां,,ह,[EN]nan[/EN]
243702_17.wav, अची,जी कह सकते हैं कई कई बार ऐसा भी होता है हल निकालने हाँ हल निकालने का तरीका,अच,ज कह सकत ह कई बर ऐस भ हत ह हल नकलन ह हल नकलन क तरक,अच
243702_18.wav," जी ख़ार, मेंने क्योल से आसा भि हूत बहुत है, हल नकालनी कातरीकः. करेकिवाए हम अगर कॉस समान कھरित केलेट कि लेह की हों, रच मैं सामथ सीा हांज",जी जी मेरे मेरे ख्याल से ऐसा भी हो सकता है हल निकालने का तरीका एक बार हम अगर कुछ सामान खरीद के लेके गए बाद में उस सामान में समस्या आ जाए तो हम दुका दोबारा दुकानदार के पास जाते है,ज खर मन कयल स आस भ हत बहत ह हल नकलन कतरक करकवए हम अगर कस समन कھरत कलट क लह क ह रच म समथ स हज,ज मर खयल स ऐस भ ह सकत ह हल नकलन क तरक 1 बर हम अगर कछ समन खरद क लक गए बद म उस समन म समसय आ जए त हम दक दबर दकनदर क पस जत ह,ज खर मन कयल स आस भ हत बहत ह हल नकलन कतरक करकवए हम अगर कस समन कھरत कलट क लह क ह रच म समथ स हज
243702_19.wav," तो आपने सार्तिय की बुल्किस नहीं,",हां तो ऐसा नहीं है की दुकानदार हमें बिलकुल भले वो पैकेजड़ आइटम है उसमे दुकानदार की कोई गलती नहीं है पर फिर भी नहीं होता की दुकानदार हमें उस चीज़ से मना कर दे उस कंडीशन में भी जो भी संभव हो सकता है हमारी मदद करता है,त आपन सरतय क बलकस नह,ह त ऐस नह ह क दकनदर हम बलकल भल व पकजड़ आइटम ह उसम दकनदर क कई गलत नह ह पर फर भ नह हत क दकनदर हम उस चज स मन कर द उस कडशन म भ ज भ सभव ह सकत ह हमर मदद करत ह,त आपन सरतय क बलकस नह
243702_2.wav, and change me.,जी जी ।,and change me,ज,[EN]and[/EN] [EN]change[/EN] [EN]me[/EN]
243702_20.wav," जब ही समात्यानोसकते, तुर्ह मैं भताटे है",जो भी उसमें समाधान हो सकता है वो जरूर हमें बताता है।,जब ह समतयनसकत तरह म भतट ह,ज भ उसम समधन ह सकत ह व जरर हम बतत ह,जब ह समतयनसकत तरह म भतट ह
243702_21.wav," अगला tab topic है, बुरी भातो को ज्ये तरिक",हेलो जी अ अगला टॉपिक है बुरी बातों को अच्छे तरी,अगल tab topic ह बर भत क जय तरक,हल ज अ अगल टपक ह बर बत क अचछ तर,अगल [EN]tab[/EN] [EN]topic[/EN] ह बर भत क जय तरक
243702_22.wav, It felt.,आ एक मिनट,it felt,आ 1 मनट,[EN]it[/EN] [EN]felt[/EN]
243702_23.wav, अभी आप यो दिक है मेरी हा वहत,अभी अभी ठीक है मेरी आवाज,अभ आप य दक ह मर ह वहत,अभ ठक ह मर आवज,अभ आप य दक ह मर ह वहत
243702_24.wav, Yes.,जी आ हां वो थोड़ी सी नेटवर्क कनेक्टिविटी की दिक्कत जी जी,yes,ज आ ह व थड स नटवरक कनकटवट क दककत ज,[EN]yes[/EN]
243702_25.wav, GZ.,जी जी,gz,ज,[EN]gz[/EN]
243702_26.wav," अपने साम्य करती हैं, तो आदिकान दार की थूब नहीं जोगा लए रहा हो,",य हां बिल्कुल ये तो वो बात ली बात है बुरी बातों को अच्छे तरीके से बनाना मतलब ऐसा तो ठीक है दुकानदार की तो बात हम तो ऐसा भी है कि अगर छोटा बच्चा भी अगर रो रहा है किसी चीज को जिद कर रहा है तो प्यार से तो हम उसे भी समझा लेते हैं,अपन समय करत ह त आदकन दर क थब नह जग लए रह ह,य ह बलकल य त व बत ल बत ह बर बत क अचछ तरक स बनन मतलब ऐस त ठक ह दकनदर क त बत हम त ऐस भ ह क अगर छट बचच भ अगर र रह ह कस चज क जद कर रह ह त पयर स त हम उस भ समझ लत ह,अपन समय करत ह त आदकन दर क थब नह जग लए रह ह
243702_27.wav," तो फिर, दुकान्डार थो कहर मतलप धूकंदा़ रोग अख जैरॉरमा नी चाते हैं आज कि समय.",तो फिर दुकानदार तो खैर मतलब दुकानदार और ग्राहक तो जरूर मान ही जाते हैं आज के समय,त फर दकनडर थ कहर मतलप धकद रग अख जररम न चत ह आज क समय,त फर दकनदर त खर मतलब दकनदर और गरहक त जरर मन ह जत ह आज क समय,त फर दकनडर थ कहर मतलप धकद रग अख जररम न चत ह आज क समय
243702_28.wav, you,REDACTED,you,redacted,[EN]you[/EN]
243702_29.wav, आजकल के समय में तो,आजकल के समय में तो अग,आजकल क समय म त,आजकल क समय म त अग,आजकल क समय म त
243702_3.wav, G.,जी,g,ज,[EN]g[/EN]
243702_30.wav, अबिर्तीक है,आह. अभी ठीक है।,अबरतक ह,आह अभ ठक ह,अबरतक ह
243702_31.wav, Thank you.,जी,थक य,ज,थक य
243702_32.wav, निनी आप अब भोल्ते था तुर्टिकर की से,नही नही आप आप बोल रहे थे आप कंटिनयु कीजिए,नन आप अब भलत थ तरटकर क स,नह आप बल रह थ आप कटनय कजए,नन आप अब भलत थ तरटकर क स
243702_4.wav," अची मेरा वान्तन है कि, मुहरे बांन आया सबसेटले कोई केके मैं जो समथे सेंप्छे हो ताए भाताय खार लिग दूड़ाा की धोर क्यों.",जी मेरा मेरा मानना है हां मेरा मानना है सबसे पहले तो यह कि कई कई बार जो सबसे पहले अपने बताया है कि अगर हम अ ए अ एक दुकानदार के तौर पर देखें,अच मर वनतन ह क महर बन आय सबसटल कई कक म ज समथ सपछ ह तए भतय खर लग दड क धर कय,ज मर मनन ह मर मनन ह सबस पहल त यह क कई बर ज सबस पहल अपन बतय ह क अगर हम अ ए अ 1 दकनदर क तर पर दख,अच मर वनतन ह क महर बन आय सबसटल कई कक म ज समथ सपछ ह तए भतय खर लग दड क धर कय
243702_5.wav," अदें किसी भी सामानक्या डाह मैं से बताते है, तो जुसरे मधलप ग्राएक होतے हे,",हम किसी भी समान का दाम इसे बताते हैं तो जो दूसरे मतलब ग्राहक होते हैं वह सीधा उसका मतलब आधे से भी कम दाम बोल देते हैं तो ऐसे सीचुएशन में हमें कभी भी डायरेक्ट रुडली उनसे बात नहीं करना चाहिए कि नहीं हो पाएगा,अद कस भ समनकय डह म स बतत ह त जसर मधलप गरएक हतے ह,हम कस भ समन क दम इस बतत ह त ज दसर मतलब गरहक हत ह वह सध उसक मतलब आध स भ कम दम बल दत ह त ऐस सचएशन म हम कभ भ डयरकट रडल उनस बत नह करन चहए क नह ह पएग,अद कस भ समनकय डह म स बतत ह त जसर मधलप गरएक हतے ह
243702_6.wav," अपने स्तर तक जलुर मोल बहूग करना चीं, कि हमारी खरिदाए रही है, उस थीसवट फरमे गायतान आजा.","हां, हमें इस परिस्थिति तक इस स्तर तक जरूर मोलभाव करना चाहिए कि हमारी जो खरीद खरीदारी हुई है उस चीज पर हमें घाटा ना हो हां ये अलग चीज है कि हम",अपन सतर तक जलर मल बहग करन च क हमर खरदए रह ह उस थसवट फरम गयतन आज,ह हम इस परसथत तक इस सतर तक जरर मलभव करन चहए क हमर ज खरद खरदर हई ह उस चज पर हम घट न ह य अलग चज ह क हम,अपन सतर तक जलर मल बहग करन च क हमर खरदए रह ह उस थसवट फरम गयतन आज
243702_7.wav, अपने करादिया,थोड़े कम मुनाफे के साथ उसको बेचें और कस्टूमर को कभी भी ग्राहक को निराश ना करें सबसे पहली चीज तो ये और हांलाकि ये अ हमारे बचपन के अगर बाते करें तो जब मम्मी लोगों के साथ हम जाते थे बाजार,अपन करदय,थड कम मनफ क सथ उसक बच और कसटमर क कभ भ गरहक क नरश न कर सबस पहल चज त य और हलक य अ हमर बचपन क अगर बत कर त जब ममम लग क सथ हम जत थ बजर,अपन करदय
243702_8.wav," अपने क्या होगा, कि आखर वुक साडी 2000 की बतार हैं तो उसकृ चाह्ट थो मूलभा। करके सद शाम्सो, और सो-फान-सौए ज़ाती",आपने भी किया होगा कि अगर वो कोई साड़ी दो हजार की बता रहा है फॉर द एग्जाम्पल तो उसको चार सौ पांच सौ कहकर और मोलभाव करके साथ सो आठ सो रुपए में भी हमने देखा है कि वह खरीद के ले आती थी,अपन कय हग क आखर वक सड 2000 क बतर ह त उसक चहट थ मलभ करक सद शमस और स-फन-सए जत,आपन भ कय हग क अगर व कई सड द हजर क बत रह ह फर द एगजमपल त उसक चर स पच स कहकर और मलभव करक सथ स 8 स रपए म भ हमन दख ह क वह खरद क ल आत थ,अपन कय हग क आखर वक सड 2000 क बतर ह त उसक चहट थ मलभ करक सद शमस और स-फन-सए जत
243702_9.wav," तो इसके यह मतलम नहीं है कि उस्वृ स्यार्ता होगा, अनको ही पत्हाँ था लिए रहें ज़े सब आफ भी हूई दुकान् डर एक बाहर मेहि, ॐम्",तो इसका ये मतलब नहीं है कि उसको घाटा हो रहा है पर वो उनको ही पता होता है कि मोलभाव करना से इसलिए ऐसा भी हो सकता है कि वो दुकानदार एक बार में ही दाम बढ़ा के बता रहा हो के मोलभाव करने पे हम उतना कम करके दें देंगे,त इसक यह मतलम नह ह क उसव सयरत हग अनक ह पतह थ लए रह ज सब आफ भ हई दकन डर 1 बहर मह ॐम,त इसक य मतलब नह ह क उसक घट ह रह ह पर व उनक ह पत हत ह क मलभव करन स इसलए ऐस भ ह सकत ह क व दकनदर 1 बर म ह दम बढ क बत रह ह क मलभव करन प हम उतन कम करक द दग,त इसक यह मतलम नह ह क उसव सयरत हग अनक ह पतह थ लए रह ज सब आफ भ हई दकन डर 1 बहर मह ॐम
253253_0.wav, अदर से लिकान्ती को तुम्या हैं नलनधा खंडर गे ही आप जाए में,जी जी जी इतिहास रच दिए हम जहां रहते है ऐतिहासिक स्थल है अभी हम नालंदा में थे नालंदा खंडार भी गए है हा नालंदा खंडार गए भी है नालंदा विश्व विद्यालय जो पहले था राजगीर ।,अदर स लकनत क तमय ह नलनध खडर ग ह आप जए म,ज इतहस रच दए हम जह रहत ह ऐतहसक सथल ह अभ हम नलद म थ नलद खडर भ गए ह नलद खडर गए भ ह नलद वशव वदयलय ज पहल थ रजगर,अदर स लकनत क तमय ह नलनध खडर ग ह आप जए म
253253_1.wav," भी बाद करने तो जिल्या है, पहले सता लग था मुसके कि आए वोड़ा का समझां ना.",उन्हों से क्या घुरें पहले से तो भाई बहुत अच्छा बन गया है लेकिन हां वो जगह बहुत ही पुराने पुराने दीवार इतना मोटा मोटा दीवार पहली बार देखे थे नंदा खंडहर का बहुत ही,भ बद करन त जलय ह पहल सत लग थ मसक क आए वड क समझ न,उनह स कय घर पहल स त भई बहत अचछ बन गय ह लकन ह व जगह बहत ह परन दवर इतन मट दवर पहल बर दख थ नद खडहर क बहत ह,भ बद करन त जलय ह पहल सत लग थ मसक क आए वड क समझ न
253253_10.wav, Yes.,जी,yes,ज,[EN]yes[/EN]
253253_11.wav, you,REDACTED,you,redacted,[EN]you[/EN]
253253_12.wav, Thank you.,जी,थक य,ज,थक य
253253_13.wav, Oui.,जी।,oui,ज,[EN]oui[/EN]
253253_14.wav, you,REDACTED,you,redacted,[EN]you[/EN]
253253_15.wav, Thank you.,जी,थक य,ज,थक य
253253_16.wav, Thank you.,जी,थक य,ज,थक य
253253_17.wav, 응지,जी जी,응지,ज,응지
253253_18.wav, Hmm.,क्षम्म,,कषमम,[EN]nan[/EN]
253253_19.wav, Thank you.,जी,थक य,ज,थक य
253253_2.wav," अगर में की सुन्तार है, बोड आपिया थी.",खंडर बन गया लेकिन फिर भी बहुत सुन्दर अभी भी है बहुत अच्छा ऐतिहासिक जगह उसका डिजाइन एक से एक डिजाइन उसका ईट का डिजाइन इतना बढ़िया बढ़िया सजाया गया है ईंट की हम देख नहीं सकते देख के कहेंगे की बहुत पुराना बहुत अच्छा है,अगर म क सनतर ह बड आपय थ,खडर बन गय लकन फर भ बहत सनदर अभ भ ह बहत अचछ ऐतहसक जगह उसक डजइन 1 स 1 डजइन उसक ईट क डजइन इतन बढय सजय गय ह ईट क हम दख नह सकत दख क कहग क बहत परन बहत अचछ ह,अगर म क सनतर ह बड आपय थ
253253_20.wav, MBC 뉴스 김지연입니다.,जी,mbc 뉴스 김지연입니다,ज,[EN]mbc[/EN] 뉴스 김지연입니다
253253_21.wav, you,हा,you,ह,[EN]you[/EN]
253253_22.wav, Thank you.,हां जी,थक य,ह ज,थक य
253253_23.wav, Thank you.,आ नहीं,थक य,आ नह,थक य
253253_24.wav, Thank you.,हुम।,थक य,हम,थक य
253253_25.wav," अब में की है, यह सार्दियान लोकता हुए तूल आस्माग.",जी हम भी गए थे जी एक वाराणसी गए हैं वाराणसी बहुत अच्छा स्थान है जी वाराणसी गए थे गंगा आरती उसका बहुत अच्छा वहा काशी विश्वनाथ मंदिर था वहाँ भी,अब म क ह यह सरदयन लकत हए तल आसमग,ज हम भ गए थ ज 1 वरणस गए ह वरणस बहत अचछ सथन ह ज वरणस गए थ गग आरत उसक बहत अचछ वह कश वशवनथ मदर थ वह भ,अब म क ह यह सरदयन लकत हए तल आसमग
253253_26.wav," तो आपना है, मुर्ती बंवाय और गहतन के थे. ज़ोग अचा लिक देखा",मज़ा किये है बहुत अच्छा तो आओ गाँव अच्छा बन गया है बहोत जगह नवी कल्पना है जब मोदी पी एम् उद्धघाटन किये थे अच्छा है बना हुआ है,त आपन ह मरत बवय और गहतन क थ जग अच लक दख,मज़ कय ह बहत अचछ त आओ गव अचछ बन गय ह बहत जगह नव कलपन ह जब मद प एम उदधघटन कय थ अचछ ह बन हआ ह,त आपन ह मरत बवय और गहतन क थ जग अच लक दख
253253_27.wav," अगात है, आस्फी गहाथ हो ते वम लुक टल जारनें यह पिस बैटिष खहत भूरे, मेराया एच्यल कहद हे. डाहर औध उबिक हांत, स्मझान कर कण रहे ह","वहाँ घाट है, अस्सी घाट है तो हम लोग तो जा रहे ना है तीस पैंतीस घाट घूमें थे, उसमें राजा हरिश्चंद्र घाट है, जहां राजा हरिश्चंद्र जहां, लाथ वो भी घाट है, मणिकर्णिका का घाट है, बहुत सारे घाट है, नदी के गंगाजी है",अगत ह आसफ गहथ ह त वम लक टल जरन यह पस बटष खहत भर मरय एचयल कहद ह डहर औध उबक हत समझन कर कण रह ह,वह घट ह असस घट ह त हम लग त ज रह न ह तस पतस घट घम थ उसम रज हरशचदर घट ह जह रज हरशचदर जह लथ व भ घट ह मणकरणक क घट ह बहत सर घट ह नद क गगज ह,अगत ह आसफ गहथ ह त वम लक टल जरन यह पस बटष खहत भर मरय एचयल कहद ह डहर औध उबक हत समझन कर कण रह ह
253253_28.wav, तो और सुन्धा गिसे,बहुत सुन्दर देश है ।,त और सनध गस,बहत सनदर दश ह,त और सनध गस
253253_29.wav," अगर में साभी कुर्यत है, बहूल मनिकर का लिए पसे वो जाने के. तब आद यह थर सेई चाहाता क्मार नितिना मैंटिर होँड रही खाला,",अभी घूरे थे मीटर का भी बगल में से मंदिर जाने हा तो पहले इधर से जाना था काशी विश्वनाथ मंदिर का टेंपर रोड पर से था रास्ता लेकिन आपको मनिकरण का बिन इतना बढ़िया बन गया वहीं से जाना पड़ता है,अगर म सभ करयत ह बहल मनकर क लए पस व जन क तब आद यह थर सई चहत कमर नतन मटर हड रह खल,अभ घर थ मटर क भ बगल म स मदर जन ह त पहल इधर स जन थ कश वशवनथ मदर क टपर रड पर स थ रसत लकन आपक मनकरण क बन इतन बढय बन गय वह स जन पडत ह,अगर म सभ करयत ह बहल मनकर क लए पस व जन क तब आद यह थर सई चहत कमर नतन मटर हड रह खल
253253_3.wav," अपने किस्तार, सकोंगी तुम्या था",पीठ हो या वहां का स्थल हो कितना दरवाजा था जितना अभी भी किला जना रहा है बहुत अच्छा उसका शायद तस्वीर भी हर दिन बहुत सारे लोग जाते हैं तस्वीर खींचते हैं घूमने जाते हैं बहुत दूर दूर से लोग वहां आते हैं घूमने के लिए,अपन कसतर सकग तमय थ,पठ ह य वह क सथल ह कतन दरवज थ जतन अभ भ कल जन रह ह बहत अचछ उसक शयद तसवर भ हर दन बहत सर लग जत ह तसवर खचत ह घमन जत ह बहत दर स लग वह आत ह घमन क लए,अपन कसतर सकग तमय थ
253253_30.wav," बुदना लान में नहीं करता है, भोग़ तिस्मक जाए से थील रास प्यट",बहुत सुविधा हो गया है पहले के अनुसार अब उतना लाइन में लगना नहीं पड़ता है बहुत दोनों तरफ से जाते हैं ना तो दोनों तरफ से कम भीड़ लगता है वहाँ एक और है अनपुर्णा देवी का मंदिर है उसमें हा उसमें भोजन दिन रात,बदन लन म नह करत ह भग तसमक जए स थल रस पयट,बहत सवध ह गय ह पहल क अनसर अब उतन लइन म लगन नह पडत ह बहत दन तरफ स जत ह न त दन तरफ स कम भड लगत ह वह 1 और ह अनपरण दव क मदर ह उसम ह उसम भजन दन रत,बदन लन म नह करत ह भग तसमक जए स थल रस पयट
253253_31.wav, you,REDACTED,you,redacted,[EN]you[/EN]
253253_32.wav, بہت جیزا بھیر,बहुत ज़्यादा भीड़ है,بہت جیزا بھیر,बहत जयद भड ह,بہت جیزا بھیر
253253_33.wav," बवार जाता, भी लिए पुस्या को तूले थौग चाहते हैं देखानका आर्टिकली साडती हम नहीं",अ बहुत ज्यादा भीड़ भी बहुत सी आती थी जो भी जाते हैं ना गंगा आरती लिए जरूरी ठहरते हैं जी,बवर जत भ लए पसय क तल थग चहत ह दखनक आरटकल सडत हम नह,अ बहत जयद भड भ बहत स आत थ ज भ जत ह न गग आरत लए जरर ठहरत ह ज,बवर जत भ लए पसय क तल थग चहत ह दखनक आरटकल सडत हम नह
